"TASK_NAME1","TASK_NAME2","SCEN_TASK_NO","SOURCE","TASK_STATUS","SOURCE_1","TARGET","EXEC_SQL_ON_SOURCE","EXEC_SQL_ON_TARGET","NUMBER_OF_INSERT","NUMBER_OF_UPDATE","NUMBER_OF_DELETE","NB_ERR"
"Diagnostics - Add DIAG columns to ReplicaTable","CKM BIAPPS Oracle",240,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed in Non Error Logging Mode */
  ",0,0,0,0
"Fix effective dates (full)","IKM BIAPPS Oracle Slowly Changing Dimension",170,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Not required for incremental load */
  ",0,0,0,0
"Flag rows as update for already existing target rows","IKM BIAPPS Oracle Slowly Changing Dimension",200,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Sets update indicator to U for records with update indicator I or S with matching SCD Natural Key and SCD Start Timestamp in target table*/

/* Only required for type 2 dimension in incremental load */
  ",0,0,0,0
"Flag rows as no change for duplicate data","IKM BIAPPS Oracle Slowly Changing Dimension",210,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Flag Duplicate rows as no change */

/* Only Required for type 2 dimension in incremental load */
  ",0,0,0,0
"Diagnostics - Drop Target Replica Table","CKM BIAPPS Oracle",220,0,"D","BIAPPS_DW","BIAPPS_DW","","/*Error Logging not enabled */   ",0,0,0,0
"Diagnostics - Find Dupes on I$ (Update)","CKM BIAPPS Oracle",250,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed in Non Error Logging Mode */
  ",0,0,0,0
"Diagnostics - Dim Fixes and E$ AutoCorrect Flag Update","CKM BIAPPS Oracle",320,0,"D","BIAPPS_DW","BIAPPS_DW","","BEGIN

 

 
NULL;
END;   ",0,0,0,0
"Run Alter Session1 Commands","IKM BIAPPS Oracle Slowly Changing Dimension",360,0,"D","BIAPPS_DW","BIAPPS_DW","","BEGIN

  NULL; 
END;  ",0,0,0,0
"Diagnostics - Find Dupes,Cnstrnt Vltn rows on I$","CKM BIAPPS Oracle",260,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed in Non Error Logging Mode */
  ",0,0,0,0
"Diagnostics - Insert New Rows into Replica Table","CKM BIAPPS Oracle",270,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed in Non Error Logging Mode */
  ",0,0,0,0
"Diagnostics - Reinsert String violation records into Replica","CKM BIAPPS Oracle",280,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed in Non Error Logging Mode */
   ",0,0,0,0
"Diagnostics - Flag bad rows in I$","CKM BIAPPS Oracle",300,0,"D","BIAPPS_DW","BIAPPS_DW","","

  ",0,0,0,0
"Diagnostics - Raise Error for Unacceptable Errors (Dim ETL)","CKM BIAPPS Oracle",290,0,"D","BIAPPS_DW","BIAPPS_DW","","  ",0,0,0,0
"Diagnostics - Selective Autocorrect of I$","CKM BIAPPS Oracle",310,0,"D","BIAPPS_DW","BIAPPS_DW","","BEGIN
NULL;

/* Error Logging not supported/Autocorrect not enabled/Not an Error Logging ETL run */ 

END;   ",0,0,0,0
"Insert new type 1 values","IKM BIAPPS Oracle Slowly Changing Dimension",350,0,"D","BIAPPS_DW","BIAPPS_DW","","
insert /*+ append */  into PRXBI_DW.W_GL_SEGMENT_T1_D
(SCD1_WID,
 DATASOURCE_NUM_ID,
 INTEGRATION_ID,
 W_INSERT_DT,
 W_UPDATE_DT,
 ETL_PROC_WID)
select
 PRXBI_DW.W_GL_SEGMENT_D_S1W.NEXTVAL,
 DATASOURCE_NUM_ID,
 INTEGRATION_ID,
 SYSDATE,
 SYSDATE,
 #BIAPPS.ETL_PROC_WID
from
 
 (select 
   I.DATASOURCE_NUM_ID
  ,I.INTEGRATION_ID 
  from (SELECT * FROM PRXBI_DW.I$_2625027_1 WHERE IND_UPDATE <>'X')  I 
  left outer join PRXBI_DW.W_GL_SEGMENT_T1_D T1 on 
   (T1.DATASOURCE_NUM_ID = I.DATASOURCE_NUM_ID AND
    T1.INTEGRATION_ID = I.INTEGRATION_ID) 
  where T1.SCD1_WID is null 
  group by I.DATASOURCE_NUM_ID
  ,I.INTEGRATION_ID) 

  ",0,0,0,0
"Truncate delete table","IKM BIAPPS Oracle Slowly Changing Dimension",400,0,"D","BIAPPS_DW","BIAPPS_DW","","
delete from PRXBI_DW.W_GL_SEGMENT_D_DEL D
WHERE EXISTS
(SELECT 1 FROM PRXBI_DW.W_GL_SEGMENT_D F
WHERE F.SRC_EFF_FROM_DT = D.SRC_EFF_FROM_DT AND
    F.DATASOURCE_NUM_ID = D.DATASOURCE_NUM_ID AND
    F.INTEGRATION_ID = D.INTEGRATION_ID AND F.DELETE_FLG = 'Y' )
  ",0,0,0,0
"Diagnostics - Insert Diagnostic Summary Table","CKM BIAPPS Oracle",330,0,"D","BIAPPS_DW","BIAPPS_DW","","DECLARE
V_ERR_COUNT INTEGER;
BEGIN
/*Error Logging not enabled */ 
NULL;
END;  ",0,0,0,0
"Diagnostics - Drop Target Replica Table","CKM BIAPPS Oracle",340,0,"D","BIAPPS_DW","BIAPPS_DW","","/*Error Logging not enabled */   ",0,0,0,0
"Soft delete preprocess","IKM BIAPPS Oracle Slowly Changing Dimension",370,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Identify deleted records by comparing primary extract keys  with target table */

insert into PRXBI_DW.W_GL_SEGMENT_D_DEL
(SRC_EFF_FROM_DT
, DATASOURCE_NUM_ID
, INTEGRATION_ID )
select
T.SRC_EFF_FROM_DT
, T.DATASOURCE_NUM_ID
, T.INTEGRATION_ID 
from
PRXBI_DW.W_GL_SEGMENT_D  T
left outer join PRXBI_DW.W_GL_SEGMENT_D_PE  S
on T.SRC_EFF_FROM_DT =S.SRC_EFF_FROM_DT and
   T.DATASOURCE_NUM_ID =S.DATASOURCE_NUM_ID and
   T.INTEGRATION_ID =S.INTEGRATION_ID
where S.SRC_EFF_FROM_DT IS NULL
and S.DATASOURCE_NUM_ID IS NULL
and S.INTEGRATION_ID IS NULL 
and T.DELETE_FLG = 'N' 

and T.CREATED_ON_DT > TO_DATE(SUBSTR('#BIAPPS.LAST_ARCHIVE_DATE',0,19),'YYYY-MM-DD HH24:MI:SS')

and T.ROW_WID > 0

and exists
 (select 1
  from PRXBI_DW.W_GL_SEGMENT_D_PE DS
  where T.DATASOURCE_NUM_ID = DS.DATASOURCE_NUM_ID
 )
  ",0,0,0,0
"Soft delete preprocess-SDS Sources","IKM BIAPPS Oracle Slowly Changing Dimension",380,0,"D","BIAPPS_DW","BIAPPS_DW","","/* SDS Mode-> Identify deleted records from Stage table as a source when there are records where DELETE_FLG = 'Y' */

insert into PRXBI_DW.W_GL_SEGMENT_D_DEL
(SRC_EFF_FROM_DT
, DATASOURCE_NUM_ID
, INTEGRATION_ID )
select
T.SRC_EFF_FROM_DT
, T.DATASOURCE_NUM_ID
, T.INTEGRATION_ID 
from
PRXBI_DW.I$_2625027_1  T
where T.DELETE_FLG = 'Y' 
and not exists
 (select 1
  from PRXBI_DW.W_GL_SEGMENT_D_DEL DEL
  where T.SRC_EFF_FROM_DT =DEL.SRC_EFF_FROM_DT and
   T.DATASOURCE_NUM_ID =DEL.DATASOURCE_NUM_ID and
   T.INTEGRATION_ID =DEL.INTEGRATION_ID
 )
  ",0,0,0,0
"Fix effective dates","IKM BIAPPS Oracle Slowly Changing Dimension",460,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Incremental Load */
update PRXBI_DW.W_GL_SEGMENT_D T
set
(
 T.EFFECTIVE_TO_DT
,T.CURRENT_FLG
) =
 (select
   COALESCE(MIN(T0.EFFECTIVE_FROM_DT),
           TO_DATE(SUBSTR('#BIAPPS.HI_DT',0,19),'YYYY-MM-DD HH24:MI:SS'))
  ,case when MIN(T0.EFFECTIVE_FROM_DT) IS NULL
        then 'Y'
        else 'N'
   end
  from PRXBI_DW.W_GL_SEGMENT_D T0
  where T.DATASOURCE_NUM_ID = T0.DATASOURCE_NUM_ID
  and T.INTEGRATION_ID = T0.INTEGRATION_ID
  and T.EFFECTIVE_FROM_DT < T0.EFFECTIVE_FROM_DT
  and T0.DELETE_FLG = 'N'
 )
where T.ROWID IN
 (SELECT /*+ LEADING(I0) */
   T0.ROWID
  FROM
   PRXBI_DW.W_GL_SEGMENT_D T0
  ,PRXBI_DW.W_GL_SEGMENT_D I0
  WHERE I0.ETL_PROC_WID = #BIAPPS.ETL_PROC_WID
  AND T0.DATASOURCE_NUM_ID = I0.DATASOURCE_NUM_ID
  AND T0.INTEGRATION_ID = I0.INTEGRATION_ID
  AND T0.EFFECTIVE_FROM_DT <= I0.EFFECTIVE_FROM_DT
  AND T0.EFFECTIVE_TO_DT >= I0.EFFECTIVE_FROM_DT
  AND T0.DELETE_FLG = 'N')
  ",0,0,0,0
"Soft delete on target","IKM BIAPPS Oracle Slowly Changing Dimension",390,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Update target table soft delete flag for records in the delete queue */

update PRXBI_DW.W_GL_SEGMENT_D  T
set
 T.DELETE_FLG = 'Y'
,T.CURRENT_FLG = 'N'
,T.W_UPDATE_DT = SYSDATE
,T.ETL_PROC_WID = #BIAPPS.ETL_PROC_WID
where (T.SRC_EFF_FROM_DT, T.DATASOURCE_NUM_ID, T.INTEGRATION_ID) IN
 (select D.SRC_EFF_FROM_DT, D.DATASOURCE_NUM_ID, D.INTEGRATION_ID
  from
   PRXBI_DW.W_GL_SEGMENT_D_DEL  D)
  ",0,0,0,0
"Insert Unspecified record","IKM BIAPPS Oracle Slowly Changing Dimension",410,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Skipping for incremental load */
   ",0,0,0,0
"Insert new dimension records","IKM BIAPPS Oracle Slowly Changing Dimension",420,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Inserts new dimension records */

insert  into PRXBI_DW.W_GL_SEGMENT_D
(
	ROW_WID,
	DATASOURCE_NUM_ID,
	INTEGRATION_ID,
	SEGMENT_LOV_ID,
	SEGMENT_VAL_CODE,
	SET_ID,
	TENANT_ID,
	X_CUSTOM,

	CREATED_BY_WID,
	CHANGED_BY_WID,
	CREATED_ON_DT,
	CHANGED_ON_DT,
	AUX1_CHANGED_ON_DT,
	AUX2_CHANGED_ON_DT,
	AUX3_CHANGED_ON_DT,
	AUX4_CHANGED_ON_DT,
	SRC_EFF_FROM_DT,
	SRC_EFF_TO_DT,
	DELETE_FLG,
	W_INSERT_DT,
	W_UPDATE_DT,
	ETL_PROC_WID,
	SCD1_WID,
	CURRENT_FLG,
	EFFECTIVE_FROM_DT,
	EFFECTIVE_TO_DT
)
select 
	PRXBI_DW.W_GL_SEGMENT_D_SEQ.NEXTVAL ROW_WID,
	S.DATASOURCE_NUM_ID,
	S.INTEGRATION_ID,
	S.SEGMENT_LOV_ID,
	S.SEGMENT_VAL_CODE,
	S.SET_ID,
	S.TENANT_ID,
	S.X_CUSTOM,

	S.CREATED_BY_WID,
	S.CHANGED_BY_WID,
	S.CREATED_ON_DT,
	S.CHANGED_ON_DT,
	S.AUX1_CHANGED_ON_DT,
	S.AUX2_CHANGED_ON_DT,
	S.AUX3_CHANGED_ON_DT,
	S.AUX4_CHANGED_ON_DT,
	S.SRC_EFF_FROM_DT,
	S.SRC_EFF_TO_DT,
	S.DELETE_FLG,
	SYSDATE W_INSERT_DT,
	SYSDATE W_UPDATE_DT,
	#BIAPPS.ETL_PROC_WID ETL_PROC_WID,
	SCD1.SCD1_WID,
	S.IND_CURRENT_FLG CURRENT_FLG,
	S.EFFECTIVE_FROM_DT,
	S.EFFECTIVE_TO_DT
from	PRXBI_DW.I$_2625027_1 S
inner join PRXBI_DW.W_GL_SEGMENT_T1_D SCD1 on
 (SCD1.DATASOURCE_NUM_ID = S.DATASOURCE_NUM_ID and
  SCD1.INTEGRATION_ID = S.INTEGRATION_ID)
where 	S.IND_UPDATE IN ('I','S')
  ",0,0,0,0
"Analyze target table before Updates","IKM BIAPPS Oracle Slowly Changing Dimension",430,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Not collecting stats (ANALYZE_AFTER_INS_NEW_ROWS option not set to run collect stat, Below are the valid option values)
FULL-:  If set to FULL, then during FULL Load after insert new rows, analyze the table. 
ALL-: If set to ALL, then always after insert new rows, analyze the table. 
NONE-: If set to NONE, then skip the analyze after insert new rows. 
*/
  ",0,0,0,0
"Update existing rows","IKM BIAPPS Oracle Slowly Changing Dimension",440,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Updates changes to existing dimension records */

update	PRXBI_DW.W_GL_SEGMENT_D T
set
(
 T.SEGMENT_LOV_ID,
 T.SEGMENT_VAL_CODE,
 T.CREATED_BY_WID,
 T.CHANGED_BY_WID,
 T.CREATED_ON_DT,
 T.CHANGED_ON_DT,
 T.AUX1_CHANGED_ON_DT,
 T.AUX2_CHANGED_ON_DT,
 T.AUX3_CHANGED_ON_DT,
 T.AUX4_CHANGED_ON_DT,
 T.SRC_EFF_FROM_DT,
 T.SRC_EFF_TO_DT,
 T.DELETE_FLG,
 T.SET_ID,
 T.TENANT_ID,
 T.X_CUSTOM
 ,T.W_UPDATE_DT,
 T.ETL_PROC_WID
) =
 (select
   X.SEGMENT_LOV_ID,
   X.SEGMENT_VAL_CODE,
   X.CREATED_BY_WID,
   X.CHANGED_BY_WID,
   X.CREATED_ON_DT,
   X.CHANGED_ON_DT,
   X.AUX1_CHANGED_ON_DT,
   X.AUX2_CHANGED_ON_DT,
   X.AUX3_CHANGED_ON_DT,
   X.AUX4_CHANGED_ON_DT,
   X.SRC_EFF_FROM_DT,
   X.SRC_EFF_TO_DT,
   X.DELETE_FLG,
   X.SET_ID,
   X.TENANT_ID,
   X.X_CUSTOM
   ,SYSDATE,
   #BIAPPS.ETL_PROC_WID
  from PRXBI_DW.I$_2625027_1 X
  where X.EFFECTIVE_FROM_DT = T.EFFECTIVE_FROM_DT
  and X.DATASOURCE_NUM_ID = T.DATASOURCE_NUM_ID
  and X.INTEGRATION_ID = T.INTEGRATION_ID
  and X.IND_UPDATE	= 'U'
 )
where (T.EFFECTIVE_FROM_DT, T.DATASOURCE_NUM_ID, T.INTEGRATION_ID) in
 (select S.EFFECTIVE_FROM_DT, S.DATASOURCE_NUM_ID, S.INTEGRATION_ID
  from PRXBI_DW.I$_2625027_1 S
  where S.IND_UPDATE = 'U'
 )

  ",0,0,0,0
"Historize old rows","IKM BIAPPS Oracle Slowly Changing Dimension",450,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Update existing records end dates and current flag to make room for new inserts */

update PRXBI_DW.W_GL_SEGMENT_D T
set
(
 T.CURRENT_FLG,
 T.EFFECTIVE_TO_DT
) =
(select
   'N',
   MIN(S.EFFECTIVE_FROM_DT)
  from PRXBI_DW.I$_2625027_1 S
  where S.DATASOURCE_NUM_ID = T.DATASOURCE_NUM_ID
  and S.INTEGRATION_ID = T.INTEGRATION_ID
  and S.EFFECTIVE_FROM_DT > T.EFFECTIVE_FROM_DT
  and S.EFFECTIVE_FROM_DT < T.EFFECTIVE_TO_DT
  and S.IND_UPDATE IN ('I','S')
 )
where exists
 (select 'X' 
  from PRXBI_DW.I$_2625027_1 I0
  where I0.DATASOURCE_NUM_ID=T.DATASOURCE_NUM_ID
  and I0.INTEGRATION_ID=T.INTEGRATION_ID
  and I0.EFFECTIVE_FROM_DT > T.EFFECTIVE_FROM_DT
  and I0.EFFECTIVE_FROM_DT < T.EFFECTIVE_TO_DT
  and I0.IND_UPDATE IN ('I','S')
)
  and T.DELETE_FLG = 'N'
  ",0,0,0,0
"Update all history","IKM BIAPPS Oracle Slowly Changing Dimension",470,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Update all history only when #BIAPPS.UPDATE_ALL_HISTORY is set to Y */
/* Columns with the OBI_SYSTEM_COLUMN flexfield set will NOT be updated */
/* Also, any field mapped to the target will have that value used */


/* Update History is not set */

  ",0,0,0,0
"Insert reference dates","IKM BIAPPS Oracle Slowly Changing Dimension",480,0,"D","BIAPPS_DW","BIAPPS_DW","","--Check if records exists in W_ETL_LOAD_DATE TABLE
--Query run
--select count(1),MAX(LAST_MAX_DATE) from PRXBI_DW.W_ETL_LOAD_DATES where  DATASOURCE_NUM_ID = 999 and PACKAGE_NAME = 'SILOS_SIL_GLSEGMENTDIMENSION' and ETL_USAGE_CODE = '__NOT_APPLICABLE__'
--Result:1,2025-11-06 20:20:18.0

--Insert/Update reference dates

update PRXBI_DW.W_ETL_LOAD_DATES
set 
  TARGET_TABLE_NAME =   'W_GL_SEGMENT_D',
  ETL_PROC_WID =   :BIAPPS.ETL_PROC_WID,
  LOAD_PLAN_ID = :BIAPPS.EXECUTION_ID,
  WIP_LOAD_START_DATE =   (SYSDATE+(-1)*#BIAPPS.PRUNE_DAYS),  

  ETL_LOAD_DATE =   SYSDATE,
  COMMITTED = DECODE('#BIAPPS.IS_INCREMENTAL','Y','1','0')
where DATASOURCE_NUM_ID = :BIAPPS.DATASOURCE_NUM_ID
and PACKAGE_NAME = 'SILOS_SIL_GLSEGMENTDIMENSION'
and ETL_USAGE_CODE = :BIAPPS.ETL_USAGE_CODE

  ",0,0,0,0
"Commit Transaction","IKM BIAPPS Oracle Slowly Changing Dimension",500,0,"D","BIAPPS_DW","BIAPPS_DW","","/*commit*/
 ",0,0,0,0
"Table Maintenance After","IKM BIAPPS Oracle Slowly Changing Dimension",520,0,"D","BIAPPS_DW","BIAPPS_DW","","  ",0,0,0,0
"Diagnostics - Update Committed Flag","IKM BIAPPS Oracle Slowly Changing Dimension",550,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed */

  ",0,0,0,0
"Diagnostics - Find Duplicates and Autocorrect","IKM BIAPPS Oracle Slowly Changing Dimension",510,0,"D","BIAPPS_DW","BIAPPS_DW","","--Derive OBI_TABLE_MAINTENANCE behaviour for target table
--Table Truncate behaviour: FULL
--Truncate Table Behaviour Always ?:	false
--Is Full Mode ?:	false


/* Step bypassed */
  ",0,0,0,0
"Drop flow table (I$)","IKM BIAPPS Oracle Slowly Changing Dimension",540,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Optionally drops flow table */
drop table PRXBI_DW.I$_2625027_1 purge  ",0,0,0,0
"Diagnostics - Drop Error Table if empty","IKM BIAPPS Oracle Slowly Changing Dimension",560,0,"D","BIAPPS_DW","BIAPPS_DW","","
DECLARE
	v_rowcount NUMBER := 1;
	v_cnt_query VARCHAR2(100);
BEGIN
SELECT COUNT(*) INTO v_rowcount FROM PRXBI_DW.E$_2625027_1;
IF v_rowcount = 0 THEN
	EXECUTE IMMEDIATE 'DROP TABLE PRXBI_DW.E$_2625027_1 PURGE';
END IF;
END;
  ",0,0,0,0
"Table Maintenance - Clean Truncated Entry","IKM BIAPPS Oracle Slowly Changing Dimension",530,0,"D","BIAPPS_DW","BIAPPS_DW","","  ",0,0,0,0
